time,A_segment,B_segment,A_total_ASPE_raw,A_total_ASPEdot_raw,B_total_ASPE_raw,B_total_ASPEdot_raw,A_center_x,A_center_y,B_center_x,B_center_y,A_speed,B_speed,centroid_distance
22.8,A_cruise,B_cruise,358.1219837602,-8.793737113107,358.1219837602,-8.793737113095,42.56,10.5,-42.56,-10.5,5.2,5.2,87.67219855804
22.9,A_cruise,B_cruise,357.2194587118,-8.673815851696,357.2194587118,-8.673815851687,43.08,10.5,-43.08,-10.5,5.2,5.2,88.68227331322
23.0,A_cruise,B_cruise,356.3299099651,-8.556626759562,356.3299099651,-8.556626759562,43.6,10.5,-43.6,-10.5,5.2,5.2,89.69303205935
23.1,A_cruise,B_cruise,355.4530131552,-8.442090103128,355.4530131552,-8.442090103128,44.12,10.5,-44.12,-10.5,5.2,5.2,90.70445193043
23.2,A_cruise,B_cruise,354.5884513929,-8.330128150134,354.5884513929,-8.330128150134,44.64,10.5,-44.64,-10.5,5.2,5.2,91.71651105444
23.3,A_cruise,B_cruise,353.7359226481,-8.220666079345,353.7359226481,-8.220666079346,45.16,10.5,-45.16,-10.5,5.2,5.2,92.72918850071
23.4,A_cruise,B_cruise,352.8951350324,-8.113631406502,352.8951350324,-8.113631406502,45.68,10.5,-45.68,-10.5,5.2,5.2,93.74246423046
23.5,A_cruise,B_cruise,352.0658063838,-8.008953933028,352.0658063838,-8.008953933028,46.2,10.5,-46.2,-10.5,5.2,5.2,94.7563190505
23.6,A_cruise,B_cruise,351.2476638698,-7.906565691804,351.2476638698,-7.906565691804,46.72,10.5,-46.72,-10.5,5.2,5.2,95.7707345696
23.7,A_cruise,B_cruise,350.4404436093,-7.806400890767,350.4404436093,-7.806400890767,47.24,10.5,-47.24,-10.5,5.2,5.2,96.78569315762
23.8,A_cruise,B_cruise,349.643890311,-7.708395854984,349.643890311,-7.708395854984,47.76,10.5,-47.76,-10.5,5.2,5.2,97.80117790702
23.9,A_cruise,B_cruise,348.8577569293,-7.612488967759,348.8577569293,-7.612488967759,48.28,10.5,-48.28,-10.5,5.2,5.2,98.81717259667
24.0,A_cruise,B_cruise,348.081804335,-7.518620611216,348.081804335,-7.518620611216,48.8,10.5,-48.8,-10.5,5.2,5.2,99.83366165778
24.1,A_cruise,B_cruise,347.3158010057,-7.426733107161,347.3158010057,-7.426733107159,49.32,10.5,-49.32,-10.5,5.2,5.2,100.8506301418
24.2,A_cruise,B_cruise,346.5595227178,-7.336770656954,346.5595227178,-7.336770656954,49.84,10.5,-49.84,-10.5,5.2,5.2,101.8680636902
24.3,A_cruise,B_cruise,345.8127522664,-7.24867928328,345.8127522664,-7.248679283281,50.36,10.5,-50.36,-10.5,5.2,5.2,102.8859485061
24.4,A_cruise,B_cruise,345.0752791859,-7.16240677114,345.0752791859,-7.162406771141,50.88,10.5,-50.88,-10.5,5.2,5.2,103.904271327
24.5,A_cruise,B_cruise,344.3468994983,-7.077902611866,344.3468994983,-7.077902611866,51.4,10.5,-51.4,-10.5,5.2,5.2,104.9230193999
24.6,A_cruise,B_cruise,343.6274154597,-6.995117946362,343.6274154597,-6.995117946362,51.92,10.5,-51.92,-10.5,5.2,5.2,105.9421804571
24.7,A_cruise,B_cruise,342.9166353226,-6.914005510068,342.9166353226,-6.914005510068,52.44,10.5,-52.44,-10.5,5.2,5.2,106.9617426934
24.8,A_cruise,B_cruise,342.2143731086,-6.834519579175,342.2143731086,-6.834519579175,52.96,10.5,-52.96,-10.5,5.2,5.2,107.981694745
24.9,A_cruise,B_cruise,341.5204483904,-6.756615918164,341.5204483904,-6.756615918164,53.48,10.5,-53.48,-10.5,5.2,5.2,109.0020256693
25.0,A_cruise,B_cruise,340.8346860851,-6.680251728734,340.8346860851,-6.680251728734,54.0,10.5,-54.0,-10.5,5.2,5.2,110.0227249254
25.1,A_cruise,B_cruise,340.1569162543,-6.605385600137,340.1569162543,-6.605385600137,54.52,10.5,-54.52,-10.5,5.2,5.2,111.0437823563
25.2,A_cruise,B_cruise,339.4869739153,-6.531977460955,339.4869739153,-6.531977460955,55.04,10.5,-55.04,-10.5,5.2,5.2,112.0651881719
25.3,A_cruise,B_cruise,338.8246988585,-6.459988532333,338.8246988585,-6.459988532333,55.56,10.5,-55.56,-10.5,5.2,5.2,113.0869329321
25.4,A_cruise,B_cruise,338.1699354737,-6.389381282666,338.1699354737,-6.389381282666,56.08,10.5,-56.08,-10.5,5.2,5.2,114.1090075323
25.5,A_cruise,B_cruise,337.5225325841,-6.320119383728,337.5225325841,-6.320119383728,56.6,10.5,-56.6,-10.5,5.2,5.2,115.1314031878
25.6,A_cruise,B_cruise,336.8823432865,-6.252167668247,336.8823432865,-6.252167668247,57.12,10.5,-57.12,-10.5,5.2,5.2,116.154111421
25.7,A_cruise,B_cruise,336.2492247988,-6.18549208889,336.2492247988,-6.18549208889,57.64,10.5,-57.64,-10.5,5.2,5.2,117.1771240473
25.8,A_cruise,B_cruise,335.623038314,-6.120059678651,335.623038314,-6.120059678651,58.16,10.5,-58.16,-10.5,5.2,5.2,118.2004331633
25.9,A_cruise,B_cruise,335.0036488603,-6.055838512602,335.0036488603,-6.055838512602,58.68,10.5,-58.68,-10.5,5.2,5.2,119.2240311347
26.0,A_cruise,B_cruise,334.390925167,-5.992797670989,334.390925167,-5.992797670989,59.2,10.5,-59.2,-10.5,5.2,5.2,120.2479105848
26.1,A_cruise,B_cruise,333.7847395358,-5.93090720366,333.7847395358,-5.93090720366,59.72,10.5,-59.72,-10.5,5.2,5.2,121.2720643842
26.2,A_cruise,B_cruise,333.1849677218,-5.870138096083,333.1849677218,-5.870138096083,60.24,10.5,-60.24,-10.5,5.2,5.2,122.2964856404
26.3,A_cruise,B_cruise,332.5914888033,-5.810462235206,332.5914888033,-5.810462235205,60.76,10.5,-60.76,-10.5,5.2,5.2,123.3211676883
26.4,A_cruise,B_cruise,332.0041850822,-5.75185237883,332.0041850822,-5.75185237883,61.28,10.5,-61.28,-10.5,5.2,5.2,124.3461040805
26.5,A_cruise,B_cruise,331.4229419628,-5.694282123642,331.4229419628,-5.694282123641,61.8,10.5,-61.8,-10.5,5.2,5.2,125.3712885792
26.6,A_cruise,B_cruise,330.8476478578,-5.637725876775,330.8476478578,-5.637725876775,62.32,10.5,-62.32,-10.5,5.2,5.2,126.3967151472
26.7,A_cruise,B_cruise,330.2781940843,-5.582158826896,330.2781940843,-5.582158826896,62.84,10.5,-62.84,-10.5,5.2,5.2,127.4223779405
26.8,A_cruise,B_cruise,329.7144747676,-5.527556916775,329.7144747676,-5.527556916776,63.36,10.5,-63.36,-10.5,5.2,5.2,128.4482713002
26.9,A_cruise,B_cruise,329.1563867484,-5.473896816897,329.1563867484,-5.473896816897,63.88,10.5,-63.88,-10.5,5.2,5.2,129.4743897456
27.0,A_cruise,B_cruise,328.6038294947,-5.421155900045,328.6038294947,-5.421155900045,64.4,10.5,-64.4,-10.5,5.2,5.2,130.5007279673
27.1,A_cruise,B_cruise,328.056705016,-5.369312216848,328.056705016,-5.369312216848,64.92,10.5,-64.92,-10.5,5.2,5.2,131.5272808204
27.2,A_cruise,B_cruise,327.5149177815,-5.318344472243,327.5149177815,-5.318344472243,65.44,10.5,-65.44,-10.5,5.2,5.2,132.5540433182
27.3,A_cruise,B_cruise,326.9783746414,-5.268232002822,326.9783746414,-5.268232002822,65.96,10.5,-65.96,-10.5,5.2,5.2,133.5810106265
27.4,A_cruise,B_cruise,326.4469847463,-5.218954754734,326.4469847463,-5.218954754734,66.48,10.5,-66.48,-10.5,5.2,5.2,134.6081780577
27.5,A_cruise,B_cruise,325.9206594832,-5.170493263169,325.9206594151,-5.170493264068,67.0,10.5,-67.0,-10.5,5.2,5.2,135.635541065
27.6,A_cruise,B_cruise,325.3993124034,-5.12282863163,325.3993124034,-5.122828631629,67.52,10.5,-67.52,-10.5,5.2,5.2,136.6630952379
27.7,A_cruise,B_cruise,324.8828592222,-5.075942513719,324.8828591783,-5.07594250587,68.04,10.5,-68.04,-10.5,5.2,5.2,137.6908362964
27.8,A_cruise,B_cruise,324.371217662,-5.029817114402,324.371217662,-5.029817114402,68.56,10.5,-68.56,-10.5,5.2,5.2,138.7187600867
27.9,A_cruise,B_cruise,323.8643072867,-4.984435116143,323.8643072867,-4.984435116143,69.08,10.5,-69.08,-10.5,5.2,5.2,139.7468625766
28.0,A_cruise,B_cruise,323.3620496056,-4.939779703201,323.3620496056,-4.939779703201,69.6,10.5,-69.6,-10.5,5.2,5.2,140.7751398508
28.1,A_cruise,B_cruise,322.8643680131,-4.895834545547,322.8643680131,-4.895834545547,70.12,10.5,-70.12,-10.5,5.2,5.2,141.8035881069
28.2,A_cruise,B_cruise,322.3711877013,-4.852583776074,322.3711877013,-4.852583776074,70.64,10.5,-70.64,-10.5,5.2,5.2,142.8322036517
28.3,A_cruise,B_cruise,321.8824356017,-4.810011974777,321.8824356017,-4.810011974777,71.16,10.5,-71.16,-10.5,5.2,5.2,143.8609828967
28.4,A_cruise,B_cruise,321.3980403335,-4.768104153884,321.3980403335,-4.768104153884,71.68,10.5,-71.68,-10.5,5.2,5.2,144.8899223549
28.5,A_cruise,B_cruise,320.9179321536,-4.726845743545,320.9179321536,-4.726845743545,72.2,10.5,-72.2,-10.5,5.2,5.2,145.9190186371
28.6,A_cruise,B_cruise,320.4420429085,-4.686222578047,320.4420429085,-4.686222578047,72.72,10.5,-72.72,-10.5,5.2,5.2,146.9482684485
28.7,A_cruise,B_cruise,319.9703059876,-4.646220882547,319.9703059876,-4.646220882547,73.24,10.5,-73.24,-10.5,5.2,5.2,147.9776685855
28.8,A_cruise,B_cruise,319.5026562786,-4.606827260286,319.5026562786,-4.606827260286,73.76,10.5,-73.76,-10.5,5.2,5.2,149.0072159327
28.9,A_cruise,B_cruise,319.039030124,-4.568028680284,319.039030124,-4.568028680284,74.28,10.5,-74.28,-10.5,5.2,5.2,150.0369074595
29.0,A_cruise,B_cruise,318.5793652794,-4.529812465484,318.5793652794,-4.529812465484,74.8,10.5,-74.8,-10.5,5.2,5.2,151.0667402177
29.1,A_cruise,B_cruise,318.1236008734,-4.492166281316,318.1236008735,-4.492166281326,75.32,10.5,-75.32,-10.5,5.2,5.2,152.0967113385
29.2,A_cruise,B_cruise,317.6716773742,-4.455078125212,317.6716773742,-4.455078125212,75.84,10.5,-75.84,-10.5,5.2,5.2,153.12681803
